Location,Frame_Type,Signal_dBm,Frequency_MHz,PHY_Type,Data_Rate_Mbps,Distance,Load,Channel,Hour,Minute,Second,MCS,WiFi_Version
StudentLounge_Moderate_Far_CH153,,-71,2412,7,65.0,Far,Moderate,153,10,35,46,7.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-72,2412,6,12.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-67,2412,7,28.8888893,Far,Moderate,153,10,35,46,3.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-72,2412,11,51.5999985,Far,Moderate,153,10,35,46,2.0,WiFi6
StudentLounge_Moderate_Far_CH153,,-71,2412,11,51.5999985,Far,Moderate,153,10,35,46,2.0,WiFi6
StudentLounge_Moderate_Far_CH153,,-66,2412,7,19.5,Far,Moderate,153,10,35,46,2.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-65,2412,7,19.5,Far,Moderate,153,10,35,46,2.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-71,2412,7,52.0,Far,Moderate,153,10,35,46,5.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-70,2412,7,52.0,Far,Moderate,153,10,35,46,5.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-81,2412,7,7.22222233,Far,Moderate,153,10,35,46,0.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-80,2412,7,7.22222233,Far,Moderate,153,10,35,46,0.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-64,2412,7,26.0,Far,Moderate,153,10,35,46,3.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-60,2412,7,52.0,Far,Moderate,153,10,35,46,5.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-69,2412,4,1.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-72,2412,6,24.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-71,2412,6,6.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-58,2412,7,39.0,Far,Moderate,153,10,35,46,4.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-70,2412,7,65.0,Far,Moderate,153,10,35,46,7.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-58,2412,7,19.5,Far,Moderate,153,10,35,46,2.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-58,2412,7,13.0,Far,Moderate,153,10,35,46,1.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-58,2412,7,6.5,Far,Moderate,153,10,35,46,0.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-59,2412,6,6.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-65,2412,6,24.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-70,2412,6,12.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-62,2412,11,24.3999996,Far,Moderate,153,10,35,46,2.0,WiFi6
StudentLounge_Moderate_Far_CH153,,-63,2412,7,28.8888893,Far,Moderate,153,10,35,46,3.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-69,2412,7,65.0,Far,Moderate,153,10,35,46,7.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-69,2412,7,52.0,Far,Moderate,153,10,35,46,5.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-62,2412,7,43.3333321,Far,Moderate,153,10,35,46,4.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-63,2412,7,43.3333321,Far,Moderate,153,10,35,46,4.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-62,2412,7,28.8888893,Far,Moderate,153,10,35,46,3.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-79,2412,7,6.5,Far,Moderate,153,10,35,46,0.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-70,2412,11,51.5999985,Far,Moderate,153,10,35,46,2.0,WiFi6
StudentLounge_Moderate_Far_CH153,,-69,2412,6,12.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-63,2412,6,24.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-65,2412,7,26.0,Far,Moderate,153,10,35,46,3.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-65,2412,7,39.0,Far,Moderate,153,10,35,46,4.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-64,2412,6,12.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-76,2412,7,7.22222233,Far,Moderate,153,10,35,46,0.0,WiFi4
StudentLounge_Moderate_Far_CH153,,-68,2412,6,24.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-80,2412,6,24.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-67,2412,6,6.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-66,2412,6,6.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-68,2412,6,6.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH153,,-71,2412,6,12.0,Far,Moderate,153,10,35,46,,Unknown
StudentLounge_Moderate_Far_CH161,,-76,5805,5,6.0,Far,Moderate,161,10,35,48,,Unknown
StudentLounge_Moderate_Far_CH161,,-53,5805,11,17.2000008,Far,Moderate,161,10,35,48,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-56,5805,5,6.0,Far,Moderate,161,10,35,48,,Unknown
StudentLounge_Moderate_Far_CH161,,-89,5805,5,6.0,Far,Moderate,161,10,35,48,,Unknown
StudentLounge_Moderate_Far_CH161,,-54,5805,11,17.2000008,Far,Moderate,161,10,35,48,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-53,5805,11,8.60000038,Far,Moderate,161,10,35,48,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-55,5805,11,17.2000008,Far,Moderate,161,10,35,48,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-55,5805,11,8.60000038,Far,Moderate,161,10,35,48,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-53,5805,5,6.0,Far,Moderate,161,10,35,48,,Unknown
StudentLounge_Moderate_Far_CH161,,-55,5805,5,6.0,Far,Moderate,161,10,35,48,,Unknown
StudentLounge_Moderate_Far_CH161,,-85,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-87,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-86,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-88,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-47,5805,11,17.2000008,Far,Moderate,161,10,35,49,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-79,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-78,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-47,5805,11,8.60000038,Far,Moderate,161,10,35,49,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-45,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-48,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-53,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-54,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-52,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-49,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-90,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-89,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-51,5805,11,17.2000008,Far,Moderate,161,10,35,49,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-51,5805,11,8.60000038,Far,Moderate,161,10,35,49,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-50,5805,11,17.2000008,Far,Moderate,161,10,35,49,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-50,5805,11,8.60000038,Far,Moderate,161,10,35,49,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-76,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-84,5805,5,6.0,Far,Moderate,161,10,35,49,,Unknown
StudentLounge_Moderate_Far_CH161,,-85,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-89,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-51,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-71,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-48,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-86,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-77,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-55,5805,11,17.2000008,Far,Moderate,161,10,35,50,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-55,5805,11,8.60000038,Far,Moderate,161,10,35,50,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-54,5805,11,17.2000008,Far,Moderate,161,10,35,50,1.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-54,5805,11,8.60000038,Far,Moderate,161,10,35,50,0.0,WiFi6
StudentLounge_Moderate_Far_CH161,,-79,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-78,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-87,5805,5,6.0,Far,Moderate,161,10,35,50,,Unknown
StudentLounge_Moderate_Far_CH161,,-76,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-50,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-49,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-48,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-54,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-51,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-52,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-53,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-57,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-58,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-55,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-59,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-56,5805,5,6.0,Far,Moderate,161,10,35,51,,Unknown
StudentLounge_Moderate_Far_CH161,,-87,2437,4,1.0,Far,Moderate,161,10,35,52,,Unknown
StudentLounge_Moderate_Far_CH161,,-81,2437,4,1.0,Far,Moderate,161,10,35,52,,Unknown
Info_Comms_Empty_Far_CH149,,-72,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-68,5745,7,6.5,Far,Empty,149,9,41,8,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-82,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-83,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-73,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,21.666666,Far,Empty,149,9,41,8,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-68,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-72,5745,11,172.100006,Far,Empty,149,9,41,8,7.0,WiFi6
Info_Comms_Empty_Far_CH149,,-71,5745,8,21.666666,Far,Empty,149,9,41,8,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,5,6.0,Far,Empty,149,9,41,8,,Unknown
Info_Comms_Empty_Far_CH149,,-72,5745,11,77.4000015,Far,Empty,149,9,41,8,6.0,WiFi6
Info_Comms_Empty_Far_CH149,,-83,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,21.666666,Far,Empty,149,9,41,9,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-67,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-62,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,26.0,Far,Empty,149,9,41,9,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-68,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,26.0,Far,Empty,149,9,41,9,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-61,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-72,5745,11,172.100006,Far,Empty,149,9,41,9,7.0,WiFi6
Info_Comms_Empty_Far_CH149,,-72,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-73,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-74,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-75,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,21.666666,Far,Empty,149,9,41,9,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-76,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-72,5745,11,68.8000031,Far,Empty,149,9,41,9,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-75,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-88,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-68,5745,8,21.666666,Far,Empty,149,9,41,9,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-74,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-68,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-71,5745,11,172.100006,Far,Empty,149,9,41,9,7.0,WiFi6
Info_Comms_Empty_Far_CH149,,-71,5745,11,206.5,Far,Empty,149,9,41,9,8.0,WiFi6
Info_Comms_Empty_Far_CH149,,-68,5745,8,26.0,Far,Empty,149,9,41,9,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,8,39.0,Far,Empty,149,9,41,9,4.0,WiFi5
Info_Comms_Empty_Far_CH149,,-65,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-90,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,11,8.60000038,Far,Empty,149,9,41,9,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-68,5745,8,28.8888893,Far,Empty,149,9,41,9,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,28.8888893,Far,Empty,149,9,41,9,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-66,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-66,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-65,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-82,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-84,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-87,5745,8,6.5,Far,Empty,149,9,41,9,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-86,5745,8,6.5,Far,Empty,149,9,41,9,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-88,5745,8,6.5,Far,Empty,149,9,41,9,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-89,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-89,5745,8,6.5,Far,Empty,149,9,41,9,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-73,5745,11,68.8000031,Far,Empty,149,9,41,9,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-67,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-89,5745,11,8.60000038,Far,Empty,149,9,41,9,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-85,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,11,154.899994,Far,Empty,149,9,41,9,6.0,WiFi6
Info_Comms_Empty_Far_CH149,,-69,5745,8,19.5,Far,Empty,149,9,41,9,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-64,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-64,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-63,5745,5,6.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,11,8.60000038,Far,Empty,149,9,41,9,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-70,5745,11,137.600006,Far,Empty,149,9,41,9,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-68,5745,8,19.5,Far,Empty,149,9,41,9,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,86.6666641,Far,Empty,149,9,41,9,8.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,39.0,Far,Empty,149,9,41,9,4.0,WiFi5
Info_Comms_Empty_Far_CH149,,-63,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-67,5745,5,24.0,Far,Empty,149,9,41,9,,Unknown
Info_Comms_Empty_Far_CH149,,-63,5745,7,6.5,Far,Empty,149,9,41,9,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-69,5745,11,137.600006,Far,Empty,149,9,41,9,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-69,5745,8,28.8888893,Far,Empty,149,9,41,10,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,8,28.8888893,Far,Empty,149,9,41,10,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-66,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-67,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-65,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,21.666666,Far,Empty,149,9,41,10,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-62,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,11,143.399994,Far,Empty,149,9,41,10,11.0,WiFi6
Info_Comms_Empty_Far_CH149,,-70,5745,8,26.0,Far,Empty,149,9,41,10,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,8,19.5,Far,Empty,149,9,41,10,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-64,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,26.0,Far,Empty,149,9,41,10,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,8,14.4444447,Far,Empty,149,9,41,10,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,14.4444447,Far,Empty,149,9,41,10,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,19.5,Far,Empty,149,9,41,10,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-61,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,13.0,Far,Empty,149,9,41,10,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-63,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-67,5745,5,24.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-64,5745,11,130.0,Far,Empty,149,9,41,10,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-65,5745,11,130.0,Far,Empty,149,9,41,10,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-60,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-88,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-59,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,13.0,Far,Empty,149,9,41,10,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-59,5745,7,6.5,Far,Empty,149,9,41,10,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-60,5745,7,6.5,Far,Empty,149,9,41,10,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-70,5745,11,154.899994,Far,Empty,149,9,41,10,6.0,WiFi6
Info_Comms_Empty_Far_CH149,,-88,5745,8,6.5,Far,Empty,149,9,41,10,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,8,86.6666641,Far,Empty,149,9,41,10,8.0,WiFi5
Info_Comms_Empty_Far_CH149,,-71,5745,8,13.0,Far,Empty,149,9,41,10,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,11,154.899994,Far,Empty,149,9,41,10,6.0,WiFi6
Info_Comms_Empty_Far_CH149,,-64,5745,11,8.10000038,Far,Empty,149,9,41,10,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-89,5745,5,6.0,Far,Empty,149,9,41,10,,Unknown
Info_Comms_Empty_Far_CH149,,-71,5745,11,77.4000015,Far,Empty,149,9,41,10,6.0,WiFi6
Info_Comms_Empty_Far_CH149,,-63,5745,11,162.5,Far,Empty,149,9,41,10,7.0,WiFi6
Info_Comms_Empty_Far_CH149,,-60,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-70,5745,8,19.5,Far,Empty,149,9,41,11,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-63,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-62,5745,5,24.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-60,5745,7,6.5,Far,Empty,149,9,41,11,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-66,5745,11,97.5,Far,Empty,149,9,41,11,9.0,WiFi6
Info_Comms_Empty_Far_CH149,,-72,5745,11,87.8000031,Far,Empty,149,9,41,11,8.0,WiFi6
Info_Comms_Empty_Far_CH149,,-71,5745,11,137.600006,Far,Empty,149,9,41,11,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-70,5745,11,137.600006,Far,Empty,149,9,41,11,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-66,5745,5,24.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-67,5745,5,24.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-64,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,19.5,Far,Empty,149,9,41,11,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-61,5745,5,24.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,14.4444447,Far,Empty,149,9,41,11,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-69,5745,8,13.0,Far,Empty,149,9,41,11,1.0,WiFi5
Info_Comms_Empty_Far_CH149,,-70,5745,11,86.0,Far,Empty,149,9,41,11,7.0,WiFi6
Info_Comms_Empty_Far_CH149,,-69,5745,11,137.600006,Far,Empty,149,9,41,11,5.0,WiFi6
Info_Comms_Empty_Far_CH149,,-69,5745,8,86.6666641,Far,Empty,149,9,41,11,8.0,WiFi5
Info_Comms_Empty_Far_CH149,,-90,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-87,5745,8,6.5,Far,Empty,149,9,41,11,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-88,5745,8,6.5,Far,Empty,149,9,41,11,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-89,5745,8,6.5,Far,Empty,149,9,41,11,0.0,WiFi5
Info_Comms_Empty_Far_CH149,,-54,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-52,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-59,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,8,26.0,Far,Empty,149,9,41,11,3.0,WiFi5
Info_Comms_Empty_Far_CH149,,-59,5745,7,6.5,Far,Empty,149,9,41,11,0.0,WiFi4
Info_Comms_Empty_Far_CH149,,-69,5745,8,21.666666,Far,Empty,149,9,41,11,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-63,5745,5,24.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-68,5745,8,21.666666,Far,Empty,149,9,41,11,2.0,WiFi5
Info_Comms_Empty_Far_CH149,,-88,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-69,5745,11,8.60000038,Far,Empty,149,9,41,11,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-83,5745,5,6.0,Far,Empty,149,9,41,11,,Unknown
Info_Comms_Empty_Far_CH149,,-68,5745,11,8.60000038,Far,Empty,149,9,41,11,0.0,WiFi6
Info_Comms_Empty_Far_CH149,,-68,5745,8,26.0,Far,Empty,149,9,41,11,3.0,WiFi5
